Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_000019.10	45995467	46018616	19	plus	coiled-coil domain containing 61	CCDC61	729440	protein-coding	NM_001267723.2	NP_001254652.1	512	
NC_000019.10	46019153	46023053	19	minus	peptidoglycan recognition protein 1	PGLYRP1	8993	protein-coding	NM_005091.3	NP_005082.1	196	
NC_000019.10	46039182	46077629	19	minus	IGF like family member 4	IGFL4	444882	protein-coding	NM_001002923.3	NP_001002923.1	124	
NC_000019.10	46078513	46215362	19	plus	IGF like family member 2	IGFL2	147920	protein-coding	NM_001002915.3	NP_001002915.2	130	
NC_000019.10	46120067	46124688	19	minus	IGF like family member 3	IGFL3	388555	protein-coding	NM_207393.2	NP_997276.1	125	
NC_000019.10	46229742	46231243	19	plus	IGF like family member 1	IGFL1	374918	protein-coding	NM_198541.2	NP_940943.1	110	
NC_000019.10	46297042	46343433	19	plus	hypoxia inducible factor 3 subunit alpha	HIF3A	64344	protein-coding	NM_022462.4	NP_071907.4	600	
NC_000019.10	46347087	46390975	19	plus	protein phosphatase 5 catalytic subunit	PPP5C	5536	protein-coding	NM_006247.4	NP_006238.1	499	
NC_000019.10	46410329	46413564	19	minus	coiled-coil domain containing 8	CCDC8	83987	protein-coding	NM_032040.5	NP_114429.2	538	
NC_000019.10	46424697	46428936	19	minus	PNMA family member 8C	PNMA8C	110806277	protein-coding	NM_001386793.1	NP_001373722.1	204	
NC_000019.10	46466503	46471563	19	minus	PNMA family member 8A	PNMA8A	55228	protein-coding	NM_018215.4	NP_060685.2	439	
NC_000019.10	46491191	46495867	19	minus	PNMA family member 8B	PNMA8B	57469	protein-coding	NM_020709.3	NP_065760.1	635	
NC_000019.10	46601074	46610782	19	plus	calmodulin 3	CALM3	808	protein-coding	NM_005184.4	NP_005175.2	149	
NC_000019.10	46610687	46625089	19	minus	prostaglandin I2 receptor	PTGIR	5739	protein-coding	NM_000960.4	NP_000951.1	386	
NC_000019.10	46633953	46639326	19	minus	G protein subunit gamma 8	GNG8	94235	protein-coding	NM_033258.2	NP_150283.1	70	
NC_000019.10	46647551	46661182	19	minus	dishevelled binding antagonist of beta catenin 3	DACT3	147906	protein-coding	NM_145056.3	NP_659493.2	629	
NC_000019.10	46674316	46717114	19	minus	protein kinase D2	PRKD2	25865	protein-coding	NM_016457.5	NP_057541.2	878	
NC_000019.10	46716534	46719722	19	minus	uncharacterized LOC107987269	LOC107987269	107987269	protein-coding	XM_017027568.2	XP_016883057.1	370	
NC_000019.10	46719511	46746450	19	minus	striatin 4	STRN4	29888	protein-coding	NM_013403.3	NP_037535.2	753	
NC_000019.10	46744760	46758575	19	plus	fukutin related protein	FKRP	79147	protein-coding	NM_024301.5	NP_077277.1	495	
NC_000019.10	46774883	46788594	19	minus	solute carrier family 1 member 5	SLC1A5	6510	protein-coding	NM_005628.3	NP_005619.1	541	
NC_000019.10	46838167	46850846	19	minus	adaptor related protein complex 2 subunit sigma 1	AP2S1	1175	protein-coding	NM_004069.6	NP_004060.2	142	
NC_000019.10	46859589	46865530	19	minus	translation initiation factor IF-2-like	LOC124904791	124904791	protein-coding	XM_047439803.1	XP_047295759.1	386	
NC_000019.10	46860997	47005077	19	plus	Rho GTPase activating protein 35	ARHGAP35	2909	protein-coding	NM_004491.5	NP_004482.4	1499	
NC_000019.10	47019837	47045775	19	plus	neuronal PAS domain protein 1	NPAS1	4861	protein-coding	NM_002517.4	NP_002508.2	590	
NC_000019.10	47045909	47048624	19	minus	transmembrane protein 160	TMEM160	54958	protein-coding	NM_017854.2	NP_060324.1	188	
NC_000019.10	47064187	47113776	19	minus	zinc finger CCCH-type containing 4	ZC3H4	23211	protein-coding	NM_015168.2	NP_055983.1	1303	
NC_000019.10	47130835	47210636	19	plus	SUMO1 activating enzyme subunit 1	SAE1	10055	protein-coding	NM_005500.3	NP_005491.1	346	
NC_000019.10	47220824	47232860	19	minus	BCL2 binding component 3	BBC3	27113	protein-coding	NM_014417.5	NP_055232.1	193	
NC_000019.10	47256525	47275723	19	plus	coiled-coil domain containing 9	CCDC9	26093	protein-coding	NM_015603.3	NP_056418.1	531	
NC_000019.10	47274423	47275723	19	plus	InaF motif containing 1	INAFM1	255783	protein-coding	NM_178511.6	NP_848606.3	142	
NC_000019.10	47307477	47322066	19	plus	complement C5a receptor 1	C5AR1	728	protein-coding	NM_001736.4	NP_001727.2	350	
NC_000019.10	47332175	47347329	19	plus	complement C5a receptor 2	C5AR2	27202	protein-coding	NM_018485.3	NP_060955.1	337	
NC_000019.10	47349315	47382704	19	plus	DExH-box helicase 34	DHX34	9704	protein-coding	NM_014681.6	NP_055496.2	1143	
NC_000019.10	47403124	47422233	19	minus	Meis homeobox 3	MEIS3	56917	protein-coding	NM_020160.3	NP_064545.1	421	
NC_000019.10	47428017	47471893	19	minus	solute carrier family 8 member A2	SLC8A2	6543	protein-coding	NM_015063.3	NP_055878.1	921	
NC_000019.10	47475150	47485839	19	minus	kaptin, actin binding protein	KPTN	11133	protein-coding	NM_007059.4	NP_008990.2	436	
NC_000019.10	47484530	47515063	19	minus	NSF attachment protein alpha	NAPA	8775	protein-coding	NM_003827.4	NP_003818.2	295	
NC_000019.10	47520690	47573309	19	minus	zinc finger protein 541	ZNF541	84215	protein-coding	NM_001277075.3	NP_001264004.1	1346	
NC_000019.10	47608196	47703277	19	plus	BRD4 interacting chromatin remodeling complex associated protein	BICRA	29998	protein-coding	NM_015711.3	NP_056526.3	1560	
NC_000019.10	47713422	47743134	19	plus	EH domain containing 2	EHD2	30846	protein-coding	NM_014601.4	NP_055416.2	543	
NC_000019.10	47745546	47757058	19	plus	NOP53 ribosome biogenesis factor	NOP53	29997	protein-coding	NM_015710.5	NP_056525.2	478	
NC_000019.10	47778703	47784682	19	plus	selenoprotein W	SELENOW	6415	protein-coding	NM_003009.4	NP_003000.1	87	
NC_000019.10	47801232	47819051	19	minus	tetrapeptide repeat homeobox 1	TPRX1	284355	protein-coding	NM_198479.3	NP_940881.3	508	
NC_000019.10	47821937	47843324	19	plus	cone-rod homeobox	CRX	1406	protein-coding	NM_000554.6	NP_000545.1	299	
NC_000019.10	47859235	47861721	19	plus	tetrapeptide repeat homeobox 2	TPRX2	503627	protein-coding	NM_001397347.2	NP_001384276.1	301	
NC_000019.10	47870467	47886315	19	minus	sulfotransferase family 2A member 1	SULT2A1	6822	protein-coding	NM_003167.4	NP_003158.2	285	
NC_000019.10	47967258	47992170	19	minus	binder of sperm protein homolog 1	BSPH1	100131137	protein-coding	NM_001128326.2	NP_001121798.1	132	
NC_000019.10	47994632	48025154	19	plus	epididymal sperm binding protein 1	ELSPBP1	64100	protein-coding	NM_022142.5	NP_071425.3	223	
NC_000019.10	48029383	48044079	19	minus	calcium binding protein 5	CABP5	56344	protein-coding	NM_019855.5	NP_062829.1	173	
NC_000019.10	48047846	48110817	19	minus	phospholipase A2 group IVC	PLA2G4C	8605	protein-coding	NM_003706.3	NP_003697.2	541	
NC_000019.10	48115445	48170344	19	minus	DNA ligase 1	LIG1	3978	protein-coding	NM_000234.3	NP_000225.1	919	
NC_000019.10	48170680	48197620	19	plus	zinc finger SWIM-type containing 9	ZSWIM9	374920	protein-coding	NM_199341.4	NP_955373.3	920	
NC_000019.10	48203148	48255946	19	minus	caspase recruitment domain family member 8	CARD8	22900	protein-coding	NM_014959.5	NP_055774.2	487	
NC_000019.10	48270081	48287608	19	plus	zinc finger protein 114	ZNF114	163071	protein-coding	NM_153608.4	NP_705836.1	417	
NC_000019.10	48296452	48321971	19	minus	outer dynein arm docking complex subunit 1	ODAD1	93233	protein-coding	NM_144577.4	NP_653178.3	670	
NC_000019.10	48325552	48330553	19	plus	epithelial membrane protein 3 (MAM blood group)	EMP3	2014	protein-coding	NM_001425.3	NP_001416.1	163	
NC_000019.10	48332356	48363940	19	minus	transmembrane protein 143	TMEM143	55260	protein-coding	NM_018273.4	NP_060743.2	459	
NC_000019.10	48364268	48376377	19	plus	synaptogyrin 4	SYNGR4	23546	protein-coding	NM_012451.4	NP_036583.2	234	
NC_000019.10	48382575	48397412	19	minus	KDEL endoplasmic reticulum protein retention receptor 1	KDELR1	10945	protein-coding	NM_006801.3	NP_006792.1	212	
NC_000019.10	48393668	48444931	19	plus	glutamate ionotropic receptor NMDA type subunit 2D	GRIN2D	2906	protein-coding	NM_000836.4	NP_000827.2	1336	
NC_000019.10	48445983	48457022	19	plus	glutamate rich WD repeat containing 1	GRWD1	83743	protein-coding	NM_031485.4	NP_113673.3	446	
NC_000019.10	48455574	48466980	19	plus	potassium inwardly rectifying channel subfamily J member 14	KCNJ14	3770	protein-coding	NM_013348.4	NP_037480.1	436	
NC_000019.10	48469369	48482314	19	plus	cytohesin 2	CYTH2	9266	protein-coding	NM_004228.7	NP_004219.3	399	
NC_000019.10	48485271	48513680	19	minus	lemur tyrosine kinase 3	LMTK3	114783	protein-coding	NM_001080434.2	NP_001073903.2	1460	
NC_000019.10	48552172	48599427	19	plus	sulfotransferase family 2B member 1	SULT2B1	6820	protein-coding	NM_004605.2	NP_004596.2	350	
NC_000019.10	48599961	48615076	19	minus	family with sequence similarity 83 member E	FAM83E	54854	protein-coding	NM_017708.4	NP_060178.2	478	
NC_000019.10	48606742	48607714	19	plus	sperm acrosome associated 4	SPACA4	171169	protein-coding	NM_133498.3	NP_598005.1	124	
NC_000019.10	48615331	48619178	19	minus	ribosomal protein L18	RPL18	6141	protein-coding	NM_000979.4	NP_000970.1	188	
NC_000019.10	48619506	48630405	19	plus	sphingosine kinase 2	SPHK2	56848	protein-coding	NM_020126.5	NP_064511.2	654	
NC_000019.10	48630030	48637379	19	minus	D-box binding PAR bZIP transcription factor	DBP	1628	protein-coding	NM_001352.5	NP_001343.2	325	
NC_000019.10	48637946	48646187	19	minus	carbonic anhydrase 11	CA11	770	protein-coding	NM_001217.5	NP_001208.2	328	
NC_000019.10	48661407	48673017	19	minus	netrin 5	NTN5	126147	protein-coding	NM_145807.4	NP_665806.1	489	
NC_000019.10	48695971	48705951	19	plus	fucosyltransferase 2 (H blood group)	FUT2	2524	protein-coding	NM_000511.6	NP_000502.4	343	
NC_000019.10	48705718	48719725	19	minus	MEF2 activating motif and SAP domain containing transcriptional regulator	MAMSTR	284358	protein-coding	NM_182574.3	NP_872380.1	312	
NC_000019.10	48720585	48740610	19	minus	Ras interacting protein 1	RASIP1	54922	protein-coding	NM_017805.3	NP_060275.2	963	
NC_000019.10	48740852	48746909	19	minus	izumo sperm-oocyte fusion 1	IZUMO1	284359	protein-coding	NM_182575.3	NP_872381.2	350	
NC_000019.10	48748011	48755358	19	minus	fucosyltransferase 1 (H blood group)	FUT1	2523	protein-coding	NM_000148.4	NP_000139.1	365	
NC_000019.10	48755524	48758330	19	plus	fibroblast growth factor 21	FGF21	26291	protein-coding	NM_019113.4	NP_061986.1	209	
NC_000019.10	48795064	48811029	19	minus	branched chain amino acid transaminase 2	BCAT2	587	protein-coding	NM_001190.4	NP_001181.2	392	
NC_000019.10	48813018	48836491	19	minus	hydroxysteroid 17-beta dehydrogenase 14	HSD17B14	51171	protein-coding	NM_016246.3	NP_057330.2	270	
NC_000019.10	48837097	48868617	19	minus	pleckstrin homology domain containing A4	PLEKHA4	57664	protein-coding	NM_020904.3	NP_065955.2	779	
NC_000019.10	48872421	48876058	19	plus	protein phosphatase 1 regulatory subunit 15A	PPP1R15A	23645	protein-coding	NM_014330.5	NP_055145.3	674	
NC_000019.10	48880967	48898744	19	minus	TUB like protein 2	TULP2	7288	protein-coding	NM_003323.3	NP_003314.2	520	
NC_000019.10	48900312	48923372	19	plus	nucleobindin 1	NUCB1	4924	protein-coding	NM_006184.6	NP_006175.2	461	
NC_000019.10	48932795	48944969	19	plus	dihydrodiol dehydrogenase	DHDH	27294	protein-coding	NM_014475.4	NP_055290.1	334	
NC_000019.10	48954875	48961798	19	plus	BCL2 associated X, apoptosis regulator	BAX	581	protein-coding	NM_004324.4	NP_004315.1	218	
NC_000019.10	48965309	48966879	19	plus	ferritin light chain	FTL	2512	protein-coding	NM_000146.4	NP_000137.2	175	
NC_000019.10	48968130	48993309	19	minus	glycogen synthase 1	GYS1	2997	protein-coding	NM_002103.5	NP_002094.2	737	
NC_000019.10	48993448	49015995	19	plus	RuvB like AAA ATPase 2	RUVBL2	10856	protein-coding	NM_006666.3	NP_006657.1	463	
NC_000019.10	49015980	49019498	19	minus	luteinizing hormone subunit beta	LHB	3972	protein-coding	NM_000894.3	NP_000885.1	141	
NC_000019.10	49017968	49020549	19	minus	stabilizer of axonemal microtubules 3	SAXO3	101059948	protein-coding	NM_001396011.1	NP_001382940.1	334	
NC_000019.10	49022869	49024333	19	minus	chorionic gonadotropin subunit beta 3	CGB3	1082	protein-coding	NM_000737.5	NP_000728.1	165	
NC_000019.10	49031890	49033238	19	plus	chorionic gonadotropin subunit beta 2	CGB2	114336	protein-coding	NM_033378.2	NP_203696.2	163	
NC_000019.10	49035569	49036895	19	minus	chorionic gonadotropin subunit beta 1	CGB1	114335	protein-coding	NM_033377.2	NP_203695.2	155	
NC_000019.10	49043848	49045311	19	plus	chorionic gonadotropin subunit beta 5	CGB5	93659	protein-coding	NM_033043.2	NP_149032.1	165	
NC_000019.10	49047638	49049111	19	minus	chorionic gonadotropin subunit beta 8	CGB8	94115	protein-coding	NM_033183.3	NP_149439.1	165	
NC_000019.10	49054274	49057749	19	minus	chorionic gonadotropin subunit beta 7	CGB7	94027	protein-coding	NM_033142.2	NP_149133.1	165	
NC_000019.10	49058284	49065035	19	minus	neurotrophin 4	NTF4	4909	protein-coding	NM_006179.5	NP_006170.1	210	
NC_000019.10	49067397	49072699	19	minus	potassium voltage-gated channel subfamily A member 7	KCNA7	3743	protein-coding	NM_031886.3	NP_114092.2	456	
NC_000019.10	49085451	49108604	19	plus	small nuclear ribonucleoprotein U1 subunit 70	SNRNP70	6625	protein-coding	NM_003089.6	NP_003080.2	437	
NC_000019.10	49114370	49118460	19	plus	lin-7 homolog B, crumbs cell polarity complex component	LIN7B	64130	protein-coding	NM_022165.3	NP_071448.1	207	
NC_000019.10	49118402	49119143	19	minus	chromosome 19 open reading frame 73	C19orf73	55150	protein-coding	NM_018111.3	NP_060581.2	129	
NC_000019.10	49119544	49151026	19	plus	PTPRF interacting protein alpha 3	PPFIA3	8541	protein-coding	NM_003660.4	NP_003651.1	1194	
NC_000019.10	49151198	49155396	19	minus	histidine rich calcium binding protein	HRC	3270	protein-coding	NM_002152.3	NP_002143.1	699	
NC_000019.10	49157792	49211836	19	plus	transient receptor potential cation channel subfamily M member 4	TRPM4	54795	protein-coding	NM_017636.4	NP_060106.2	1214	
NC_000019.10	49289638	49340330	19	minus	solute carrier family 6 member 16	SLC6A16	28968	protein-coding	NM_014037.3	NP_054756.2	736	
NC_000019.10	49335406	49340606	19	plus	CD37 molecule	CD37	951	protein-coding	NM_001774.3	NP_001765.1	281	
NC_000019.10	49340595	49362416	19	minus	TEA domain transcription factor 2	TEAD2	8463	protein-coding	NM_003598.2	NP_003589.1	447	
NC_000019.10	49360515	49375116	19	plus	dickkopf like acrosomal protein 1	DKKL1	27120	protein-coding	NM_014419.4	NP_055234.1	242	
NC_000019.10	49388249	49417990	19	plus	KASH domain containing 5	KASH5	147872	protein-coding	NM_144688.5	NP_653289.3	562	
NC_000019.10	49422419	49423441	19	minus	parathyroid hormone 2	PTH2	113091	protein-coding	NM_178449.4	NP_848544.1	100	
NC_000019.10	49423747	49428987	19	plus	golgi associated olfactory signaling regulator	GFY	100507003	protein-coding	NM_001195256.2	NP_001182185.1	518	
NC_000019.10	49429401	49441527	19	minus	solute carrier family 17 member 7	SLC17A7	57030	protein-coding	NM_020309.4	NP_064705.1	560	
NC_000019.10	49446298	49451814	19	minus	PIH1 domain containing 1	PIH1D1	55011	protein-coding	NM_017916.3	NP_060386.1	290	
NC_000019.10	49453225	49471050	19	plus	aldehyde dehydrogenase 16 family member A1	ALDH16A1	126133	protein-coding	NM_153329.4	NP_699160.2	802	
NC_000019.10	49474215	49486231	19	plus	fms related receptor tyrosine kinase 3 ligand	FLT3LG	2323	protein-coding	NM_001459.4	NP_001450.2	235	
NC_000019.10	49487608	49492308	19	plus	ribosomal protein L13a	RPL13A	23521	protein-coding	NM_012423.4	NP_036555.1	203	
NC_000019.10	49496434	49499708	19	plus	ribosomal protein S11	RPS11	6205	protein-coding	NM_001015.5	NP_001006.1	158	
NC_000019.10	49512661	49526428	19	plus	Fc gamma receptor and transporter	FCGRT	2217	protein-coding	NM_004107.5	NP_004098.1	365	
NC_000019.10	49528003	49543633	19	plus	reticulocalbin 3	RCN3	57333	protein-coding	NM_020650.3	NP_065701.2	328	
NC_000019.10	49555468	49580556	19	minus	nitric oxide synthase interacting protein	NOSIP	51070	protein-coding	NM_015953.5	NP_057037.1	301	
NC_000019.10	49580617	49591004	19	plus	proline rich and Gla domain 2	PRRG2	5639	protein-coding	NM_000951.3	NP_000942.1	202	
NC_000019.10	49591182	49626439	19	plus	proline rich 12	PRR12	57479	protein-coding	NM_020719.3	NP_065770.1	2036	
NC_000019.10	49635292	49640143	19	minus	RAS related	RRAS	6237	protein-coding	NM_006270.5	NP_006261.1	218	
NC_000019.10	49640465	49658642	19	plus	SR-related CTD associated factor 1	SCAF1	58506	protein-coding	NM_021228.3	NP_067051.2	1312	
NC_000019.10	49659572	49665857	19	minus	interferon regulatory factor 3	IRF3	3661	protein-coding	NM_001571.6	NP_001562.1	427	
NC_000019.10	49665142	49673916	19	plus	BCL2 like 12	BCL2L12	83596	protein-coding	NM_138639.2	NP_619580.2	250	
NC_000019.10	49676153	49688447	19	plus	protein arginine methyltransferase 1	PRMT1	3276	protein-coding	NM_001536.6	NP_001527.3	371	
NC_000019.10	49689594	49690575	19	plus	adrenomedullin 5 (putative)	ADM5	199800	protein-coding	NM_001101340.2	NP_001094810.1	153	
NC_000019.10	49690662	49713731	19	plus	carnitine palmitoyltransferase 1C	CPT1C	126129	protein-coding	NM_152359.3	NP_689572.1	803	
NC_000019.10	49739760	49763306	19	minus	testis specific serine kinase substrate	TSKS	60385	protein-coding	NM_021733.2	NP_068379.1	592	
NC_000019.10	49767001	49807114	19	plus	adaptor related protein complex 2 subunit alpha 1	AP2A1	160	protein-coding	NM_014203.3	NP_055018.2	977	
NC_000019.10	49806866	49813553	19	minus	fuzzy planar cell polarity protein	FUZ	80199	protein-coding	NM_025129.5	NP_079405.2	418	
NC_000019.10	49818289	49840384	19	plus	mediator complex subunit 25	MED25	81857	protein-coding	NM_030973.4	NP_112235.2	747	
NC_000019.10	49850705	49860742	19	plus	PTOV1 extended AT-hook containing adaptor protein	PTOV1	53635	protein-coding	NM_017432.5	NP_059128.2	416	
NC_000019.10	49861204	49867576	19	minus	polynucleotide kinase 3'-phosphatase	PNKP	11284	protein-coding	NM_007254.4	NP_009185.2	521	
NC_000019.10	49869033	49878356	19	minus	AKT1 substrate 1	AKT1S1	84335	protein-coding	NM_032375.5	NP_115751.3	276	
NC_000019.10	49877702	49888750	19	plus	TBC1 domain family member 17	TBC1D17	79735	protein-coding	NM_024682.3	NP_078958.2	648	
NC_000019.10	49889654	49929504	19	minus	interleukin 4 induced 1	IL4I1	259307	protein-coding	NM_152899.2	NP_690863.1	567	
NC_000019.10	49906825	49929504	19	minus	nucleoporin 62	NUP62	23636	protein-coding	NM_012346.5	NP_036478.2	522	
NC_000019.10	49928906	49933935	19	plus	activating transcription factor 5	ATF5	22809	protein-coding	NM_012068.6	NP_036200.2	282	
NC_000019.10	49948985	49961172	19	minus	sialic acid binding Ig like lectin 11	SIGLEC11	114132	protein-coding	NM_052884.3	NP_443116.2	698	
NC_000019.10	49969664	49975814	19	plus	sialic acid binding Ig like lectin 16	SIGLEC16	400709	protein-coding	NM_001348364.2	NP_001335293.2	481	
NC_000019.10	49976468	50025372	19	minus	VRK serine/threonine kinase 3	VRK3	51231	protein-coding	NM_016440.4	NP_057524.3	474	
NC_000019.10	50026005	50048776	19	plus	zinc finger protein 473	ZNF473	25888	protein-coding	NM_015428.4	NP_056243.1	871	
NC_000019.10	50152548	50163281	19	minus	IZUMO family member 2	IZUMO2	126123	protein-coding	NM_152358.3	NP_689571.2	221	
NC_000019.10	50203622	50310540	19	plus	myosin heavy chain 14	MYH14	79784	protein-coding	NM_024729.4	NP_079005.3	1995	
NC_000019.10	50311937	50333536	19	minus	potassium voltage-gated channel subfamily C member 3	KCNC3	3748	protein-coding	NM_004977.3	NP_004968.2	757	
NC_000019.10	50358477	50365639	19	minus	napsin A aspartic peptidase	NAPSA	9476	protein-coding	NM_004851.3	NP_004842.1	420	
NC_000019.10	50376457	50383388	19	plus	nuclear receptor subfamily 1 group H member 2	NR1H2	7376	protein-coding	NM_007121.7	NP_009052.4	460	
NC_000019.10	50384323	50418018	19	plus	DNA polymerase delta 1, catalytic subunit	POLD1	5424	protein-coding	NM_002691.4	NP_002682.2	1107	
